id_farmakou,onoma_farmakou,energi_ousia
111382,Pazopanib Bluepharma,Pazopanib Hydrochloride
111383,Pazopanib Cf,Pazopanib Hydrochloride
111384,Pazopanib Devatis,Pazopanib
111385,Pazopanib Devatis,Pazopanib
111386,Pazopanib Devatis,Pazopanib
111387,Pazopanib Dr. Reddy’s,Pazopanib
111388,Pazopanib Dr. Reddys,Pazopanib
111389,Pazopanib Dr. Reddys,Pazopanib
111390,Pazopanib Eg,Pazopanib Hydrochloride
111391,Pazopanib Eg,Pazopanib Hydrochloride
111392,Pazopanib Eg,Pazopanib Hydrochloride
111393,Pazopanib Eg,Pazopanib Hydrochloride
111394,Pazopanib Eg Labo,Pazopanib Hydrochloride
111395,Pazopanib Frontier,Pazopanib
111396,Pazopanib Frontier,Pazopanib
111397,Pazopanib Frontier,Pazopanib
111398,Pazopanib Frontier,Pazopanib
111399,Pazopanib G.L. Pharma,Pazopanib
111400,Pazopanib G.L. Pharma,Pazopanib
111401,Pazopanib Gedeon Richter,Pazopanib Hydrochloride
111402,Pazopanib Gedeon Richter,Pazopanib Hydrochloride
111403,Pazopanib Genus Pharmaceuticals,Pazopanib
111404,Pazopanib Genus Pharmaceuticals Limited,Pazopanib Hydrochloride
111405,Pazopanib Glenmark,Pazopanib
111406,Pazopanib Glenmark,Pazopanib
111407,Pazopanib Glenmark,Pazopanib
111408,Pazopanib Glenmark,Pazopanib
111409,Pazopanib Glenmark,Pazopanib
111410,Pazopanib Glenmark,Pazopanib
111411,Pazopanib Glenmark,Pazopanib
111412,Pazopanib Glenmark,Pazopanib
111413,Pazopanib Glenmark,Pazopanib
111414,Pazopanib Glenmark,Pazopanib
111415,Pazopanib Glenmark,Pazopanib
111416,Pazopanib Mylan,Pazopanib
111417,Pazopanib Mylan,Pazopanib
111418,Pazopanib Mylan,Pazopanib Hydrochloride
111419,Pazopanib Newbury,Pazopanib
111420,Pazopanib Newbury,Pazopanib
111421,Pazopanib Newbury,Pazopanib Hydrochloride
111422,Pazopanib Onkogen,Pazopanib
111423,Pazopanib Pazopanib Eg,Pazopanib Hydrochloride
111424,Pazopanib Pharmacare,Pazopanib
111425,Pazopanib Pharmascience,Pazopanib
111426,Pazopanib Pharmascience,Pazopanib
111427,Pazopanib Pharmascience,Pazopanib Hydrochloride
111428,Pazopanib Pharos,Pazopanib
111429,Pazopanib Pls,Pazopanib
111430,Pazopanib Reddy,Pazopanib
111431,Pazopanib Reddy,Pazopanib
111432,Pazopanib Reddy,Pazopanib
111433,Pazopanib Rowex,Pazopanib
111434,Pazopanib Sandoz,Pazopanib
111435,Pazopanib Sandoz,Pazopanib
111436,Pazopanib Sandoz,Pazopanib
111437,Pazopanib Sandoz,Pazopanib
111438,Pazopanib Sandoz,Pazopanib Hydrochloride
111439,Pazopanib Sapiens,Pazopanib
111440,Pazopanib Sapiens,Pazopanib
111441,Pazopanib Stada,Pazopanib
111442,Pazopanib Stada,Pazopanib
111443,Pazopanib Stada,Pazopanib
111444,Pazopanib Stada,Pazopanib Hydrochloride
111445,Pazopanib Stada,Pazopanib Hydrochloride
111446,Pazopanib Stada,Pazopanib Hydrochloride
111447,Pazopanib Stada,Pazopanib Hydrochloride
111448,Pazopanib Stada,Pazopanib Hydrochloride
111449,Pazopanib Stada,Pazopanib Hydrochloride
111450,Pazopanib Stada,Pazopanib Hydrochloride
111451,Pazopanib Stada,Pazopanib Hydrochloride
111452,Pazopanib Stada,Pazopanib Hydrochloride
111453,Pazopanib Stada,Pazopanib Hydrochloride
111454,Pazopanib Stada,Pazopanib Hydrochloride
111455,Pazopanib Stada,Pazopanib Hydrochloride
111456,Pazopanib Stada,Pazopanib Hydrochloride
111457,Pazopanib Stada Arzneimittel,Pazopanib Hydrochloride
111458,Pazopanib Teva,Pazopanib
111459,Pazopanib Teva,Pazopanib
111460,Pazopanib Teva,Pazopanib
111461,Pazopanib Teva,Pazopanib
111462,Pazopanib Teva,Pazopanib
111463,Pazopanib Teva,Pazopanib
111464,Pazopanib Teva,Pazopanib
111465,Pazopanib Teva,Pazopanib
111466,Pazopanib Teva,Pazopanib
111467,Pazopanib Teva,Pazopanib
111468,Pazopanib Teva,Pazopanib
111469,Pazopanib Teva,Pazopanib
111470,Pazopanib Teva,Pazopanib
111471,Pazopanib Teva,Pazopanib
111472,Pazopanib Torrent,Pazopanib
111473,Pazopanib Tzf,Pazopanib
111474,Pazopanib Viatris,Pazopanib
111475,Pazopanib Viatris,Pazopanib
111476,Pazopanib Viatris,Pazopanib
111477,Pazopanib Viatris,Pazopanib
111478,Pazopanib Viatris,Pazopanib
111479,Pazopanib Viatris,Pazopanib
111480,Pazopanib Viatris,Pazopanib
111481,Pazopanib Viatris,Pazopanib
111482,Pazopanib Viatris,Pazopanib Hydrochloride
111483,Pazopanib Viatris,Pazopanib Hydrochloride
111484,Pazopanib Viatris,Pazopanib Hydrochloride
111485,Pazopanib Viatris,Pazopanib Hydrochloride
111486,Pazopanib Viatris,Pazopanib Hydrochloride
111487,Pazopanib Zentiva,Pazopanib
111488,Pazopanib Zentiva,Pazopanib
111489,Pazopanib Zentiva,Pazopanib
111490,Pazopanib Zentiva,Pazopanib
111491,Pazopanib Zentiva,Pazopanib
111492,Pazopanib Zentiva,Pazopanib
111493,Pazopanib Zentiva,Pazopanib
111494,Pazopanib Zentiva,Pazopanib
111495,Pazopanib Zentiva,Pazopanib
111496,Pazopanib Zentiva,Pazopanib
111497,Pazopanib Zentiva,Pazopanib
111498,Pazopanib Zentiva,Pazopanib
111499,Pazopanib Zentiva,Pazopanib
111500,Pazopanib Zentiva,Pazopanib
111501,Pazopanib Zentiva,Pazopanib
111502,Pazopanib Zentiva,Pazopanib
111503,Pazopanib Zentiva,Pazopanib
111504,Pazorem,Pazopanib
111505,Pca (18f),Fludeoxyglucose (18f)
111506,Pcolina,Fluoromethyl-(18f)-Dimethyl-2-Hydroxyethyl-Ammonium
111507,P-Dragees Blau Lichtenstein,"Lactose Monohydrate, Macrogol Glycerol Hydroxystearate, Sucrose, Glucose, Sodium Patent Blue V"
111508,P-Dragees Rosa Lichtenstein,Lactose Monohydrate
111509,Peach Hayfever & Allergy,Loratadine
111510,Pecasolin,Lincomycin
111511,Pecfent,Fentanyl
111512,Pecfent,Fentanyl
111513,Pecfent,Fentanyl
111514,Pecfent,Fentanyl
111515,Pecfent,Fentanyl
111516,Pectapas Cpl.-Injektopas,"Cuprum Metallicum Dil. D6, Spigelia Dil. D4, Crataegus Dil. D2, Cactus Dil. D6"
111517,Pectapas Homöopathisches Arzneimittel,"Valeriana Ø, Spigelia Dil. D4, Crataegus Mother Tincture, Cactus Dil. D2"
111518,Pectapas Sl Homöopathisches Arzneimittel,"Crataegus Trit. D3, Cactus Trit. D7, Spigelia Trit. D5, Nitroglycerinum Trit. D5, Magnesium Phosphoricum Trit. D7"
111519,Pecto Drill,Carbocisteine
111520,Pectolvan,"Dry Extract From Ivy Leaf (4.0-7.5:1), Extraction Solvent: Ethanol: 30% (M/M), Ethanol 30% (M/M)"
111521,Pectolvan,"Dry Extract Of Hederae Folium (Der 4-8:1), Extracting Agent: Ethanol 30 % (M/M)"
111522,Pectolvan,"Dry Extract Of Hederae Folium (Der 4-8:1), Extracting Agent: Ethanol 30 % (M/M)"
111523,Pectosol,"Extractum Liquidum (1:3) Ex: Thymi Herba, Lichene Islandico, Hyssopi Herba, Saponariae Radice, (18p.+7p.+3p.+2p.)"
111524,Pectovowen,"Pinus Sylvestris Ø, Kalium Iodatum Dil. D4, Drosera Dil. D1, Lobelia Inflata Dil. D4, Echinacea Purpurea Mother Tincture"
111525,Pectox,Carbocisteine
111526,Pectox Forte,Carbocisteine
111527,Pectox Lisina,Carbocisteine Lysine
111528,Pedamed,Zinc Undecylenate
111529,Pedea,Ibuprofen
111530,Pedea,Ibuprofen
111531,Pedea,Ibuprofen
111532,Pedea,Ibuprofen
111533,Pedeks,Permethrin
111534,Pedeks,Permethrin
111535,Pediaven G,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111536,Pediaven G,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111537,Pediaven G15,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111538,Pediaven G15,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111539,Pediaven G15,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111540,Pediaven G15,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111541,Pediaven G15,"Valine, Alanine, Arginine, Cysteine, Histidine, Isoleucine, Leucine, Lysine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glucose, Anhydrous, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Cobalt Dichloride Hexahydrate"
111542,Pediaven G15%,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111543,Pediaven G15%,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111544,Pediaven G20,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111545,Pediaven G20,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111546,Pediaven G20,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111547,Pediaven G20,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111548,Pediaven G20,"Valine, Alanine, Arginine, Cysteine, Histidine, Isoleucine, Leucine, Lysine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glucose, Anhydrous, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Cobalt Dichloride Hexahydrate"
111549,Pediaven G25,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111550,Pediaven G25,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111551,Pediaven G25,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111552,Pediaven G25,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111553,Pediaven G25,"Valine, Alanine, Arginine, Cysteine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glucose, Anhydrous, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111554,Pediaven Glucose,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Dipotassium Phosphate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Ferrous Sulfate Heptahydrate, Ammonium Molybdate Tetrahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate, Cobalt Dichloride Hexahydrate"
111555,Pediaven Glucose,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Glutamic Acid, Glycine, Potassium Dihydrogen Phosphate, Tryptophan, Zinc Acetate Dihydrate, Potassium Hydroxide, Sodium Chloride, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate"
111556,Pediaven Glucose Kaliumfrei,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate"
111557,Pediaven Nn1,"Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Glucose Monohydrate, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Magnesium Lactate Dihydrate, Manganese Chloride Tetrahydrate, Calcium Gluconate Monohydrate, Selenium Dioxide, Lysine Monohydrate"
