kwdikos_farmakou,onoma_farmakou,
89659,Meropenem Kabi,,
89660,Meropenem Kabi,,
89661,Meropenem Kabi,,
89662,Meropenem Kabi,,
89663,Meropenem Kabi,,
89664,Meropenem Kabi,,
89665,Meropenem Kabi,,
89666,Meropenem Kabi,,
89667,Meropenem Kabi,,
89668,Meropenem Kalceks,,
89669,Meropenem Kalceks,,
89670,Meropenem Kalceks,,
89671,Meropenem Kalceks,,
89672,Meropenem Kalceks,,
89673,Meropenem Kalceks,,
89674,Meropenem Kalceks,,
89675,Meropenem Kalceks,,
89676,Meropenem Kalceks,,
89677,Meropenem Kalceks,,
89678,Meropenem Kalceks,,
89679,Meropenem Kalceks,,
89680,Meropenem Kalceks,,
89681,Meropenem Kalceks,,
89682,Meropenem Kalceks,,
89683,Meropenem Kalceks,,
89684,Meropenem Kern Pharma,,
89685,Meropenem Ldp Torlan,,
89686,Meropenem Ldp-Laboratorios Torlan,,
89687,Meropenem Ligula Pharma,,
89688,Meropenem Medical Valley,,
89689,Meropenem Medical Valley,,
89690,Meropenem Medical Valley,,
89691,Meropenem Medical Valley,,
89692,Meropenem Medical Valley,,
89693,Meropenem Medlink,,
89694,Meropenem Milpharm,,
89695,Meropenem Milpharm,,
89696,Meropenem Navamedic,,
89697,Meropenem Navamedic,,
89698,Meropenem Navamedic,,
89699,Meropenem Navamedic,,
89700,Meropenem Navamedic,,
89701,Meropenem Noridem,,
89702,Meropenem Noridem,,
89703,Meropenem Noridem,,
89704,Meropenem Noridem,,
89705,Meropenem Noridem Enterprises,,
89706,Meropenem Noridem Enterprises,,
89707,Meropenem Noridem Enterprises,,
89708,Meropenem Olikla,,
89709,Meropenem Olikla,,
89710,Meropenem Panpharma,,
89711,Meropenem Panpharma,,
89712,Meropenem Pharmacenter,,
89713,Meropenem Pontus Pharma D.O.O.,,
89714,Meropenem Puren,,
89715,Meropenem Puren,,
89716,Meropenem Qilu,,
89717,Meropenem Qilu,,
89718,Meropenem Qilu,,
89719,Meropenem Qilu,,
89720,Meropenem Qilu,,
89721,Meropenem Qilu,,
89722,Meropenem Qilu,,
89723,Meropenem Qilu,,
89724,Meropenem Qilu,,
89725,Meropenem Qilu,,
89726,Meropenem Qilu,,
89727,Meropenem Qilu,,
89728,Meropenem Qilu,,
89729,Meropenem Qilu,,
89730,Meropenem Qilu,,
89731,Meropenem Qilu,,
89732,Meropenem Qilu Pharma Spain,,
89733,Meropenem Ranbaxy (Uk),,
89734,Meropenem Sandoz,,
89735,Meropenem Sandoz,,
89736,Meropenem Stada,,
89737,Meropenem Stada,,
89738,Meropenem Stada,,
89739,Meropenem Steriscience,,
89740,Meropenem Steriscience,,
89741,Meropenem Steriscience,,
89742,Meropenem Steriscience,,
89743,Meropenem Steriscience,,
89744,Meropenem Steriscience,,
89745,Meropenem Steriscience,,
89746,Meropenem Steriscience,,
89747,Meropenem Steriscience,,
89748,Meropenem Steriscience,,
89749,Meropenem Steriscience,,
89750,Meropenem Steriscience,,
89751,Meropenem Steriscience,,
89752,Meropenem Steriscience,,
89753,Meropenem Steriscience,,
89754,Meropenem Steriscience,,
89755,Meropenem Steriscience,,
89756,Meropenem Steriscience,,
89757,Meropenem Steriscience,,
89758,Meropenem Steriscience,,
89759,Meropenem Steriscience,,
89760,Meropenem Steriscience,,
89761,Meropenem Steriscience,,
89762,Meropenem Steriscience,,
89763,Meropenem Steriscience,,
89764,Meropenem Steriscience,,
89765,Meropenem Steriscience,,
89766,Meropenem Steriscience,,
89767,Meropenem Steriscience,,
89768,Meropeném Steriscience,,
89769,Meropenem Steriscience B.V.,,
89770,Meropenem Strides Pharma Uk,,
89771,Meropenem Sun,,
89772,Meropenem Sun,,
89773,Meropenem Sun,,
89774,Meropenem Sun,,
89775,Meropenem Sun,,
89776,Meropenem Sun,,
89777,Meropenem Sun,,
89778,Meropenem Sun,,
89779,Meropenem Sun,,
89780,Meropenem Sun,,
89781,Meropenem Tamrisa,,
89782,Meropenem Thrive,,
89783,Meropenem Thrive,,
89784,Meropenem Thrive,,
89785,Meropenem Thrive,,
89786,Meropenem Venus,,
89787,Meropenem Venus,,
89788,Meropenem Venus,,
89789,Meropenem Venus,,
89790,Meropenem Venus,,
89791,Meropenem Venus Pharma,,
89792,Meropenem Venus Pharma,,
89793,Meropenem Venus Pharma,,
89794,Meropenem Venus Pharma,,
89795,Meropenem Venus Pharma,,
89796,Meropenem Venus Pharma,,
89797,Meropenem Venus Pharma,,
89798,Meropenem Wh,,
89799,Meropenem Xiromed,,
89800,Meropenem-Tchaikapharma,,
89801,Meropenil,,
89802,Meroponia,,
89803,Meropur,,
89804,Meropur,,
89805,Merosap,,
89806,Merovan Iv,,
89807,Merozan,,
89808,Merozan,,
89809,Merozan,,
89810,Merrem,,
89811,Mersinol,,
89812,Mertenil,,
89813,Mertioscan,,
89814,Mertioscan,,
89815,Mesaflor,,
89816,Mesaflor,,
89817,Mesagran,,
89818,Mesalazin Orion,,
89819,Mesalazin Orion,,
89820,Mesalazin Orion,,
89821,Mesalazin Orion,,
89822,Mesalazin Orion,,
89823,Mesalazin Orion,,
89824,Mesalazin Orion,,
89825,Mesalazin Orion,,
89826,Mesalazina Alfasigma,,
89827,Mesalazina Doc,,
89828,Mesalazina Doc,,
89829,Mesalazina Dorom,,
89830,Mesalazina Eg,,
89831,Mesalazina Eg,,
89832,Mesalazina Mylan Generics,,
89833,Mesalazina Sandoz,,
89834,Mesalazina Sandoz,,
89835,Mesalazine,,
89836,Mesalazine Aurobindo,,
89837,Mesalazine Aurobindo,,
89838,Mesalazine Faes,,
89839,Mesalazine Ferring,,
89840,Mesalazine Mayoly,,
89841,Mesalazine Sandoz,,
89842,Mesalazine Tillotts,,
89843,Mesalazine Tillotts,,
89844,Mesalmin,,
89845,Mesalmin Klysmen,,
89846,Mesar,,
89847,Mesar,,
89848,Mesar,,
89849,Mesar Plus,,
89850,Mesar Plus,,
89851,Mesar Plus,,
89852,Mesavancol,,
89853,Mesavancol,,
89854,Mesenchym Gl,,
89855,Mesenchym/Calcium Carbonicum Comp.,,
89856,Mesenchym/Calcium Carbonicum Comp.,,
89857,Mesi-2,,
89858,Mesiproc,,
89859,Mesmor,,
89860,Mesmor,,
89861,Mesna Altan,,
89862,Mesna Altan,,
89863,Mesna Baxter Healthcare,,
89864,Mesna Baxter Healthcare,,
89865,Mesna Baxter Healthcare,,
89866,Mesna Cell,,
89867,Mesna Eg,,
89868,Mesna-Cell Stadapharm,,
89869,Mesocain,,
89870,Mesocain,,
89871,Mesocain,,
89872,Mesocain,,
89873,Mesocaine,,
89874,Mesocaine,,
89875,Mesocaïne,,
89876,Mesopral,,
89877,Mesopral,,
89878,Mesporin,,
89879,Mesporin,,
89880,Mesporin,,
89881,Meßmer,,
89882,Meßmer Anti-Stress-Tee,,
89883,Meßmer Blasen- & Nierentee,,
89884,Meßmer Erkältungstee,,
89885,Meßmer Hals- & Rachentee,,
89886,Meßmer Husten- & Bronchial,,
89887,Meßmer Leber- & Gallentee,,
89888,Meßmer Schlaf- & Nerventee,,
89889,Mestane,,
89890,Mestinon,,
89891,Mestinon,,
89892,Mestinon,,
89893,Mestinon,,
89894,Mestinon,,
89895,Mestinon,,
89896,Mestinon,,
89897,Mestinon,,
89898,Mestinon,,
89899,Mestinon,,
89900,Mestinon,,
89901,Mestinon,,
89902,Mestinon,,
89903,Mestinon,,
89904,Mestinon,,
89905,Mestinon,,
89906,Mestinon,,
89907,Mestinon,,
89908,Mestinon,,
89909,Mestinon,,
89910,Mestinon,,
89911,Mestinon,,
89912,Mestinon,,
89913,Mestinon,,
89914,Mestinon 10,,
89915,Mestinon 60,,
89916,Mestinon 60,,
89917,Mestinon 60,,
89918,Mestinon Lp,,
89919,Mestinon Retard,,
89920,Mestla,,
89921,Mesulid,,
89922,Mesulid,,
89923,Mesulid,,
89924,Mesulid,,
89925,Metabet Sr,,
89926,Metabiarexn,,
89927,Metabiarexs,,
89928,Metabiosulf N,,
89929,Metacolina Lofarma,,
89930,Metacolina Lofarma,,
89931,Metacort,,
89932,Metadon,,
89933,Metadon,,
89934,Metadon,,
89935,Metadon,,
89936,Metadon,,
89937,Metadon 2care4,,
89938,Metadon Abcur,,
89939,Metadon Abcur,,
89940,Metadon Abcur,,
89941,Metadon Abcur,,
89942,Metadon Abcur Ab,,
89943,Metadon Alkaloid,,
89944,Metadon Alkaloid,,
89945,Metadon Bioeel,,
89946,Metadon Dak,,
89947,Metadon Dak,,
89948,Metadon Dak,,
89949,Metadon Dne,,
89950,Metadon Dne,,
89951,Metadon Dne Pharma,,
89952,Metadon Dne Pharma,,
89953,Metadon Ep,,
89954,Metadon Ep,,
89955,Metadon Ep Extractumpharma,,
89956,Metadon Martindale Pharma,,
89957,Metadon Nordic Drugs,,
89958,Metadon Nordic Drugs,,
89959,Metadon Nordic Drugs,,
89960,Metadon Nordic Drugs,,
89961,Metadon Viatris,,
89962,Metadone Cloridrato Molteni,,
89963,Metadonijev Klorid Alkaloid-Int,,
89964,Metadoxil,,
89965,Metadoxil,,
89966,Metadoxil,,
89967,Metadoxil,,
89968,Metadoxil,,
89969,Metafen,,
89970,Metafen,,
89971,Metafen,,
89972,Metafen,,
89973,Metafen Forte,,
89974,Metafen Max,,
89975,Metafen Rozkurczowy,,
89976,Metafen Zatoki,,
89977,Metafenex,,
89978,Metafenex,,
89979,Metaflu,,
89980,Metafuzin,,
89981,Metagelan,,
89982,Metagelan,,
89983,Metagelan,,
89984,Metagla,,
89985,Metaglobiflu Erkältungsglobuli,,
89986,Metaharonga,,
89987,Metahepat,,
89988,Metaheptachol N,,
89989,Metajodobenzyloguanidyna-123i (Mibg-123i) Narodowe Centrum Badań Jądrowych,,
89990,Metajodobenzyloguanidyna-131i (Mibg-131i) Do Terapii Narodowe Centrum Badań Jądrowych,,
89991,Metajodobenzyloguanidyna-131i (Mibg-131i) Narodowe Centrum Badań Jądrowych,,
89992,Metakavernit,,
89993,Metakaveron,,
89994,Metakaveron,,
89995,Metakeloderm,,
89996,Metalcaptase,,
89997,Metalcaptase,,
89998,Metalcaptase,,
89999,Metalgial,,
90000,Metalyse,,
90001,Metalyse,,
90002,Metalyse,,
90003,Metalyse,,
90004,Metamarianum B12 N,,
90005,Metamarianum Leberglobuli,,
90006,Metamistad,,
90007,Metamizol,,
90008,Metamizol +pharma,,
90009,Metamizol Ababor,,
90010,Metamizol Abz,,
90011,Metamizol Aiko Farmacéutica,,
90012,Metamizol Al,,
90013,Metamizol Alter,,
90014,Metamizol Aristo,,
90015,Metamizol Aristo,,
90016,Metamizol Aristo,,
90017,Metamizol Auxilto,,
90018,Metamizol Auxpharma,,
90019,Metamizol Basi,,
90020,Metamizol Basi,,
90021,Metamizol Chalim,,
90022,Metamizol Cinfa,,
90023,Metamizol Combix,,
90024,Metamizol Dr. Max,,
90025,Metamizol Gemax Pharma,,
90026,Metamizol Hcs,,
90027,Metamizol Heumann,,
90028,Metamizol Hexal,,
90029,Metamizol Kalceks,,
90030,Metamizol Kalceks,,
90031,Metamizol Kalceks,,
90032,Metamizol Kalceks,,
90033,Metamizol Kern Pharma,,
90034,Metamizol Mabo,,
90035,Metamizol Magnésico Tolife,,
90036,Metamizol Meditop,,
90037,Metamizol Medreg,,
90038,Metamizol Medreg,,
90039,Metamizol Noridem,,
90040,Metamizol Noridem,,
90041,Metamizol Noridem,,
90042,Metamizol Noridem,,
90043,Metamizol Normon,,
90044,Metamizol Normon,,
90045,Metamizol Normon,,
90046,Metamizol Pensa,,
90047,Metamizol Pensa Pharma,,
90048,Metamizol Promedo,,
90049,Metamizol Ratiopharm,,
90050,Metamizol Ratiopharm,,
90051,Metamizol Sf,,
90052,Metamizol Slavia,,
90053,Metamizol Sodic Sanosan,,
90054,Metamizol Sodic Sopharma,,
90055,Metamizol Stada,,
90056,Metamizol Stada,,
90057,Metamizol Stada,,
90058,Metamizol Stada,,
90059,Metamizol Stada,,
90060,Metamizol Stada,,
90061,Metamizol Stada,,
90062,Metamizol Tad,,
90063,Metamizol Tarbis,,
90064,Metamizol Tecnigen,,
90065,Metamizol Teva,,
90066,Metamizol Teva,,
90067,Metamizol Teva-Ratiopharm,,
90068,Metamizol Viatris,,
90069,Metamizol Vir,,
90070,Metamizol Vitória,,
90071,Metamizol Zentiva,,
90072,Metamizol Zentiva,,
90073,Metamizol Zentiva,,
90074,Metamizol Zentiva,,
90075,Metamizole Kabi,,
90076,Metamizole Kalceks,,
90077,Metamizole Kalceks,,
90078,Metamizole Kalceks,,
90079,Metamizole Kalceks,,
90080,Metamizole Noridem,,
90081,Metamizole Noridem,,
90082,Metamizole Sodium Bausch Health,,
90083,Metamizole Sodium Kalceks,,
90084,Metamizole Sodium Kalceks,,
90085,Metamizoli Fonoviii. Parma,,
90086,Metamizolnatrij Hidrat Kalceks,,
90087,Metamizolo Sodico Abc,,
90088,Metamizol-Sf,,
90089,Metamucil Suikervrij Lemon,,
90090,Metamucil Suikervrij Orange,,
90091,Metanilgelb Smartpractice Europe,,
90092,Metanium,,
90093,Metanuxvomica,,
90094,Metaossylen N,,
90095,Metaoxedrin,,
90096,Metaoxedrin Minims Bausch + Lomb Ireland Limited,,
90097,Metaperex,,
90098,Metaperex,,
90099,Metaperex,,
90100,Metaperex,,
90101,Metaraminol Aspire Pharma,,
90102,Metaraminol Gh Pharma (Uk),,
90103,Metaraminol Laboratoire Aguettant,,
90104,Metaraminol Torbay Pharmaceuticals,,
90105,Metaraminol Wockhardt Uk,,
90106,Metaraminolo Monico 10 Mg/Ml,,
90107,Metarubini N,,
90108,Metasedin,,
90109,Metasedin,,
90110,Metasilicea S,,
90111,Metasinusit,,
90112,Metasol,,
90113,Metasol,,
90114,Metasolidago,,
90115,Metasolidago S,,
90116,Metasolitharis,,
90117,Metasymphylen,,
90118,Metatendolor,,
90119,Metatone,,
90120,Metatop,,
90121,Metatrace,,
90122,Metatrace Fdg,,
90123,Metatussolvent Hustentropfen,,
90124,Metavirulent,,
90125,Metavirulent,,
90126,Metavirulent,,
90127,Metazero,,
90128,Metazero,,
90129,Metazero Xr,,
90130,Metazydyna,,
90131,Meteoreisen,,
90132,Meteoreisen,,
90133,Meteoreisen Comp.,,
90134,Meteosim,,
90135,Meteospasmyl,,
90136,Meteospasmyl,,
90137,Meteospasmyl,,
90138,Meteospasmyl,,
90139,Meteospasmyl,,
90140,Meteospasmyl,,
90141,Meteospasmyl,,
90142,Meteoxane,,
90143,Meteoxane,,
90144,Metex,,
90145,Metex,,
90146,Metex,,
90147,Metex,,
90148,Metex,,
90149,Metex,,
90150,Metex,,
90151,Metex,,
90152,Metex,,
90153,Metex,,
90154,Metex,,
90155,Metex,,
90156,Metex Pen,,
90157,Metex Pen,,
90158,Metex Pen,,
90159,Metex Pen,,
90160,Metfab,,
90161,Metfab,,
90162,Metfogamma,,
90163,Metfogamma,,
90164,Metfogamma,,
90165,Metfogamma,,
90166,Metfogamma,,
90167,Metfogamma,,
90168,Metfogamma,,
90169,Metfogamma,,
90170,Metfogamma 1000,,
90171,Metfogamma 500,,
90172,Metfogamma 850,,
90173,Metfoliquid Geriasan,,
90174,Metfonorm,,
90175,Metforal,,
90176,Metforal,,
90177,Metforal,,
90178,Metforal,,
90179,Metforal,,
90180,Metforal,,
90181,Metforal,,
90182,Metforal,,
90183,Metforal Xr,,
90184,Metforalmille,,
90185,Metforem,,
90186,Metformax,,
90187,Metformax,,
90188,Metformax,,
90189,Metformax 1000,,
90190,Metformax Combi,,
90191,Metformax Combi,,
90192,Metformax Sr,,
90193,Metformax Sr 1000,,
90194,Metformax Sr 750,,
90195,Metformax Sr Combi,,
90196,Metformin,,
90197,Metformin,,
90198,Metformin,,
90199,Metformin  Hydrochloride Strides Pharma Uk,,
90200,"Metformin ""sandoz""",,
90201,Metformin 1 A Pharma,,
90202,Metformin 1a Pharma,,
90203,Metformin Accord,,
90204,Metformin Accord,,
90205,Metformin Accord,,
90206,Metformin Accord,,
90207,Metformin Accord,,
90208,Metformin Accord,,
90209,Metformin Accord,,
90210,Metformin Accord,,
90211,Metformin Accord,,
90212,Metformin Actavis,,
90213,Metformin Actavis,,
90214,Metformin Actavis,,
90215,Metformin Actavis,,
90216,Metformin Al,,
90217,Metformin Alkaloid,,
90218,Metformin Alkaloid-Int,,
90219,Metformin Arena,,
90220,Metformin Atid,,
90221,Metformin Aurobindo,,
90222,Metformin Aurobindo,,
90223,Metformin Aurobindo,,
90224,Metformin Aurobindo,,
90225,Metformin Aurobindo,,
90226,Metformin Aurobindo,,
90227,Metformin Aurobindo,,
90228,Metformin Aurovitas,,
90229,Metformin Auxilto,,
90230,Metformin Bluefish,,
90231,Metformin Bluefish,,
90232,Metformin Bluefish,,
90233,Metformin Bluefish,,
90234,Metformin Bluefish,,
90235,Metformin Bluefish,,
90236,Metformin Bp Bristol Laboratories,,
90237,Metformin Brillpharma,,
90238,Metformin Brown & Burk Uk,,
90239,Metformin C4 Health,,
90240,Metformin C4 Health,,
90241,Metformin C4 Health,,
90242,Metformin Chelonia Healthcare,,
90243,Metformin Colonis,,
90244,Metformin Crescent,,
90245,Metformin Crescent Pharma,,
90246,Metformin Ct,,
90247,Metformin Denk,,
90248,Metformin Doc Generics,,
90249,Metformin Eg,,
90250,Metformin Eg,,
90251,Metformin Ennogen Ip,,
90252,Metformin Eql,,
90253,Metformin Eql,,
90254,Metformin Fairmed,,
90255,Metformin Fairmed,,
90256,Metformin Flamingo Pharma Uk,,
90257,Metformin Fourrts (Uk) Pharmacare,,
90258,Metformin Gemax Pharma,,
90259,Metformin Genericon,,
90260,Metformin Genethics Europe,,
90261,Metformin Heumann,,
90262,Metformin Hexal,,
90263,Metformin Hexal,,
90264,Metformin Hydrochlorid Eg (Eurogenerics),,
90265,Metformin Hydrochloride,,
90266,Metformin Hydrochloride,,
90267,Metformin Hydrochloride Accord,,
90268,Metformin Hydrochloride Accord Healthcare,,
90269,Metformin Hydrochloride Activase Pharmaceuticals,,
90270,Metformin Hydrochloride Altair Science Limited,,
90271,Metformin Hydrochloride Amarox,,
90272,Metformin Hydrochloride Aspire,,
90273,Metformin Hydrochloride Brown & Burk,,
90274,Metformin Hydrochloride Dawa,,
90275,Metformin Hydrochloride Dhp Healthcare,,
90276,Metformin Hydrochloride Eg (Eurogenerics),,
90277,Metformin Hydrochloride Generics [uk],,
90278,Metformin Hydrochloride Genus Pharmaceuticals,,
90279,Metformin Hydrochloride Kent Pharma Uk,,
90280,Metformin Hydrochloride Lyrus,,
90281,Metformin Hydrochloride Lyrus Life Sciences,,
90282,Metformin Hydrochloride Lyrus Life Sciences,,
90283,Metformin Hydrochloride Manx Healthcare,,
90284,Metformin Hydrochloride Medley,,
90285,Metformin Hydrochloride Metformin,,
90286,Metformin Hydrochloride Milpharm,,
90287,Metformin Hydrochloride Milpharm,,
90288,Metformin Hydrochloride Milpharm,,
90289,Metformin Hydrochloride Milpharm,,
90290,Metformin Hydrochloride Morningside Healthcare,,
90291,Metformin Hydrochloride Perennial Pharma,,
90292,Metformin Hydrochloride Perennial Pharma,,
90293,Metformin Hydrochloride Pinewood Laboratories Ltd,,
90294,Metformin Hydrochloride Rosemont,,
90295,Metformin Hydrochloride Rosemont,,
90296,Metformin Hydrochloride Rosemont Pharmaceuticals,,
90297,Metformin Hydrochloride Rxfarma,,
90298,Metformin Hydrochloride Sandoz,,
90299,Metformin Hydrochloride Sandoz,,
90300,Metformin Hydrochloride Sandoz Gmbh,,
90301,Metformin Hydrochloride Sandoz Ltd,,
90302,Metformin Hydrochloride Special Concept Development (Uk),,
90303,Metformin Hydrochloride Stada,,
90304,Metformin Hydrochloride Stada,,
90305,Metformin Hydrochloride Steranco Healthcare Uk,,
90306,Metformin Hydrochloride Strides Pharma Uk,,
90307,Metformin Hydrochloride Syri,,
90308,Metformin Hydrochloride Syri Pharma,,
90309,Metformin Hydrochloride Target Pharmaceuticals,,
90310,Metformin Hydrochloride Taw Pharma (Ireland),,
90311,Metformin Hydrochloride Teva,,
90312,Metformin Hydrochloride Tillomed,,
90313,Metformin Hydrochloride Tillomed Laboratories,,
90314,Metformin Hydrochloride Usv Uk,,
90315,Metformin Hydrochloride Wave Pharma,,
90316,Metformin Hydrochloride Zentiva,,
90317,Metformin Hydrochloride Zentiva,,
90318,Metformin Hydrochloride Zentiva Pharma,,
90319,Metformin Hydrochloride/Sitagliptin Grindeks,,
90320,Metformin Ingen Pharma,,
90321,Metformin Interdos Pharma,,
90322,Metformin Ipca,,
90323,Metformin Ipca Laboratories Uk,,
90324,Metformin Lek,,
90325,Metformin Lich Winthrop,,
90326,Metformin Medical Valley,,
90327,Metformin Medical Valley,,
90328,Metformin Medical Valley,,
90329,Metformin Medical Valley,,
90330,Metformin Medochemie,,
90331,Metformin Medreg,,
90332,Metformin Medreg,,
90333,Metformin Medreg,,
90334,Metformin Milpharm,,
90335,Metformin Milpharm,,
90336,Metformin Morningside Healthcare,,
90337,Metformin Nevik,,
90338,Metformin Oresund Pharma,,
90339,Metformin Orifarm,,
90340,Metformin Orifarm,,
90341,Metformin Orifarm,,
90342,Metformin Pharmconsul,,
90343,Metformin Pharmconsul,,
90344,Metformin Pharmconsul,,
90345,Metformin Pinewood,,
90346,Metformin Pinewood Laboratories,,
90347,Metformin Ratiopharm,,
90348,Metformin Ratiopharm,,
90349,Metformin Ratiopharm,,
90350,Metformin Ratiopharm,,
90351,Metformin Ratiopharm,,
90352,Metformin Ratiopharm,,
90353,Metformin Relonchem,,
90354,Metformin Sandoz,,
90355,Metformin Sandoz,,
90356,Metformin Sandoz,,
90357,Metformin Sandoz,,
90358,Metformin Sandoz,,
90359,Metformin Sandoz,,
90360,Metformin Sandoz,,
90361,Metformin Sandoz,,
90362,Metformin Special Concept Development (Uk),,
90363,Metformin Sr Accord Healthcare,,
90364,Metformin Sr Crescent Pharma,,
90365,Metformin Sr Flamingo,,
90366,Metformin Sr Teva,,
90367,Metformin Sr Tillomed,,
90368,Metformin Stada,,
90369,Metformin Stada,,
90370,Metformin Stada,,
90371,Metformin Stada,,
90372,Metformin Stada,,
90373,Metformin Stada,,
90374,Metformin Stada,,
90375,Metformin Stada,,
90376,Metformin Steranco Healthcare Uk,,
90377,Metformin Steranco Healthcare Uk,,
90378,Metformin Strides,,
90379,Metformin Synto,,
90380,Metformin Terapia,,
90381,Metformin Teva,,
90382,Metformin Teva,,
90383,Metformin Teva,,
90384,Metformin Teva,,
90385,Metformin Teva,,
90386,Metformin Teva,,
90387,Metformin Teva,,
90388,Metformin Teva,,
90389,Metformin Teva B.V.,,
90390,Metformin Teva B.V.,,
90391,Metformin Teva B.V.,,
90392,Metformin Teva B.V.,,
90393,Metformin Teva Uk,,
90394,Metformin Viatris,,
90395,Metformin Viatris,,
90396,Metformin Viatris,,
90397,Metformin Viatris,,
90398,Metformin Vitabalans,,
90399,Metformin Vitabalans,,
90400,Metformin Vitabalans,,
90401,Metformin Vitabalans,,
90402,Metformin Vitabalans,,
90403,Metformin Vitabalans,,
90404,Metformin Vitabalans,,
90405,Metformin Vitabalans,,
90406,Metformin Vitabalans,,
90407,Metformin Vitabalans,,
90408,Metformin Vitabalans,,
90409,Metformin Wockhardt Uk,,
90410,Metformin Worwag,,
90411,Metformin Xr Teva,,
90412,Metformin Xr Teva,,
90413,Metformin Zentiva,,
90414,Metformin Zentiva,,
90415,Metformin Zentiva,,
90416,Metformin Zentiva,,
90417,Metformin Zentiva,,
90418,Metformin Zentiva,,
90419,Metformin Zentiva,,
90420,Metformina,,
90421,Metformina + Dapagliflozina Generis,,
90422,Metformina + Linagliptina Alter,,
90423,Metformina + Linagliptina Billev,,
90424,Metformina + Linagliptina Krka,,
90425,Metformina + Linagliptina Mylan,,
90426,Metformina + Linagliptina Ripzen,,
90427,Metformina + Linagliptina Sandoz,,
90428,Metformina + Pioglitazona Biofarmoz,,
90429,Metformina + Pioglitazona Farmoz,,
90430,Metformina + Pioglitazona Pentafarma,,
90431,Metformina + Sitagliptina Alter,,
90432,Metformina + Sitagliptina Anova,,
90433,Metformina + Sitagliptina Aurovitas,,
90434,Metformina + Sitagliptina Azevedos,,
90435,Metformina + Sitagliptina Blixie,,
90436,Metformina + Sitagliptina Bluepharma,,
90437,Metformina + Sitagliptina Ciclum,,
90438,Metformina + Sitagliptina Disitfor,,
90439,Metformina + Sitagliptina Farmoz,,
90440,Metformina + Sitagliptina Generis,,
90441,Metformina + Sitagliptina Generis Phar,,
90442,Metformina + Sitagliptina Grindeks,,
90443,Metformina + Sitagliptina Krka,,
90444,Metformina + Sitagliptina Pentafarma,,
90445,Metformina + Sitagliptina Pharmakern,,
90446,Metformina + Sitagliptina Pharmazac 50 Mg/1000 Mg,,
90447,Metformina + Sitagliptina Pharmazac 50 Mg/850 Mg,,
90448,Metformina + Sitagliptina Polpharma,,
90449,Metformina + Sitagliptina Polpharma,,
90450,Metformina + Sitagliptina Ratiopharm,,
90451,Metformina + Sitagliptina Sandoz,,
90452,Metformina + Sitagliptina Sandoz Farmacêutica,,
90453,Metformina + Sitagliptina Tecnigen,,
90454,Metformina + Sitagliptina Teva,,
90455,Metformina + Sitagliptina Tolife,,
90456,Metformina + Sitagliptina Viatris,,
90457,Metformina + Sitagliptina Yrik,,
90458,Metformina + Sitagliptina Zentiva K.S.,,
90459,Metformina + Vildagliptina,,
90460,Metformina + Vildagliptina Alter,,
90461,Metformina + Vildagliptina Aurovitas,,
90462,Metformina + Vildagliptina Azevedos,,
